country,location,disaster_type,disaster_subtype,start_year,start_month,total_deaths,no_affected,total_affected,total_damage_usd,total_damage_adjusted_usd
Philippines,"Pantukan area (Compostela district, Region XI (Davao Region) province)",Mass movement (wet),Landslide (wet),2011,4,24,560,574,,
Philippines,"Enrique B. Magalona, Victorias City areas (Negros Occidental district (Region VI province)",Flood,Flash flood,2011,5,,30858,30858,,
Philippines,"Bulacan, Zambales districts (Region III (Central Luzon) province), Cebu district (Region VII (Central Visayas) province), Eastern Samar, Leyte, Northern Samar, Samar districts (Region VIII (Eastern Visayas) province), National Capital region (NCR), Region V (Bicol region)",Storm,Tropical cyclone,2011,5,37,430081,430092,31259000.0,43592000.0
Philippines,"Taguig city (Metropolitan Manila district, National Capital region (NCR) province), Isabela district (Region II (Cagayan Valley) province), Albay, Camarines Norte, Camarines Sur, Catanduanes, Sorsogon districts (Region V (Bicol region) province), Zamboanga del Sur district (Region IX (Zamboanga Peninsula) province), Bukidnon district (Region X (Northern Mindanao) province), Compostela, Davao del Norte districts (Region XI (Davao Region) province), Lanao del Sur, Maguindanao districts (Autonomous region in Muslim Mindanao (ARMM) province)",Storm,Tropical cyclone,2011,5,,446907,446907,431000.0,601000.0
Philippines,"Bukidnon district (Region X province), Compostela, Davao Del Sur districts (Region XI province), North Cotabato, Sultan Kudarat districts (Region XII province), Maguindanao district (ARMM province)",Flood,Riverine flood,2011,5,12,944778,944781,10666000.0,14874000.0
Philippines,"National Capital region (NCR), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon) provinces",Storm,Tropical cyclone,2011,6,9,1151,1152,,
Philippines,"Autonomous region in Muslim Mindanao (ARMM), Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV (Southern Tagalog) Region IV-A (Calabarzon), Region IX (Zamboanga Peninsula), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",Storm,Tropical cyclone,2011,6,,,,,
Philippines,"Pangasinan district (Region I (Ilocos region) province), Batangas, Cavite, Rizal districts (Region IV-A (Calabarzon) province), Albay, Camarines Sur districts (Region V (Bicol region) province, National Capital region (NCR), Region III (Central Luzon) provinces",Storm,Tropical cyclone,2011,6,20,1700085,1700089,12869000.0,17946000.0
Philippines,"Davao City area (Davao Del Sur district, Region XI (Davao Region) province), Cotabato City area (Shariff Kabunsuan district, Autonomous region in Muslim Mindanao (ARMM) province), Metropolitan Manila district (National Capital region (NCR) province), Bulacan, Pampanga, Bataan, Tarlac, Zambales districts (Region III (Central Luzon) province), Batangas district (Region IV-A (Calabarzon) province), Albay district (Region V (Bicol) province), La Union, Pangasinan districts (Region I (Ilocos Region) province), Region X (Northern Mindanao), Region XII (Soccsksargen) provinces",Flood,Flash flood,2011,6,31,121005,121005,251000.0,350000.0
Philippines,Bukidnon district (Region X (Northern Mindanao) province),Mass movement (wet),Landslide (wet),2011,7,5,,5,,
Philippines,"Zamboanga city (Zamboanga Del Sur district, Region IX province)",Flood,Flash flood,2011,7,,469,469,,
Philippines,"La Pinas area (Metropolitan Manila district, National Capital region (NCR) province), Nueva Ecija district (Region III (Central Luzon) province), Cavite, Quezon districts (Region IV-A (Calabarzon) province), Marinduque district (Region IV (Southern Tagalog) province), Iloilo district (Region VI (Western Visayas) province), Siquijor district (Region VII (Central Visayas) province), Leyte district (Region VIII (Eastern Visayas) province), Ifugao district (Cordillera Administrative region (CAR) province), Region V (Bicol region) province",Storm,Tropical cyclone,2011,7,84,1108171,1108224,63258000.0,88216000.0
Philippines,"Mandaluyong, Marikina, Quezon, San Juan cities (Metropolitan Manila district, National Capital region (NCR) province), Japalit area (Pampanga district, Region III (Central Luzon) province), Paniqui area (Tarlac district, Region III (Central Luzon) province), Calatagan, Malvar areas (Batangas district, Region IV-A (Calabarzon) province), Antopolo City, Rodriguez, San Mateo areas (Rizal district, Region IV-A (Calabarzon) province)",Storm,Tropical cyclone,2011,8,11,8418,8423,59000.0,82000.0
Philippines,"Buntalala, Calubihan, Desamparados, Lanit boroughs (Jaro area, Iloilo City area, Iloilo district, Region VI province), Calajunan borough (Manduriao area, Iloilo City area, Iloilo district, Region VI province), Sooc borough (Arevalo area, Iloilo City area, Iloilo district, Region VI province)",Flood,Riverine flood,2011,8,,2060,2060,,
Philippines,"Asinan village (Zambales district, Region III (Central Luzon) province)",Mass movement (wet),Landslide (wet),2011,8,,310,310,,
Philippines,"Quezon City area (Metropolitan Manila district, National Capital region (NCR) province), Zambales, Bulacan districts (Region III (Central Luzon) province), Iloilo district (Region IV (Southern Tagalog) province), Benguet, Abra, Mountain Province districts (Cordillera Administrative region (CAR) province), Catanduanes district (Region V (Bicol region) province), Zamboanga Del Sur district (Region IX (Zamboanga Peninsula) province), Region I (Ilocos region) province",Storm,Tropical cyclone,2011,8,43,403193,403230,34452000.0,48045000.0
Philippines,"Landan, Upper Klinan, Klinan 6, Maligo Barangays villages (Polomolok area, South Cotabato district, Region XII province)",Flood,Flash flood,2011,9,,274,274,115000.0,160000.0
Philippines,"Mindoro Occidental, Mindoro Oriental, Romblon districts (Region IV (Southern Tagalog) province), Albay, Camarines Norte, Camarines Sur, Catanduanes districts (Region V (Bicol region) province), Antique, Iloilo districts (Region VI (Western Visayas) province), Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV-A (Calabarzon) province",Storm,Tropical cyclone,2011,9,103,3030755,3030846,344173000.0,479966000.0
Philippines,"Cordillera Administrative region (CAR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon) provinces",Storm,Tropical cyclone,2011,10,25,1113763,1113775,2655000.0,3703000.0
Philippines,"Bobuntogan village (Jasaan area, Misamis Oriental district, Region X province)",Flood,Flash flood,2011,10,,185,185,,
Philippines,"Mindoro Oriental, Romblon districts (Region IV (Southern Tagalog) province), Capiz, Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Southern Leyte district (Region VIII (Eastern Visayas) province), Misamis Oriental district (Region X (Northern Mindanao) province), South Cotabato district (Region XII (Soccsksargen) province), Dinagat district (Region XIII (Caraga) province)",Storm,Tropical cyclone,2011,10,11,75632,75638,,
Philippines,"Carmen, Braulio E. Dujali areas (Davao del Norte district, Region XI province)",Flood,Flash flood,2011,11,,8610,8610,178881000.0,249458000.0
Philippines,"Cagayan, Isabela districts (Region II province), Aurora district (Region III province), Capiz, Aklan districts (Region VI province)",Flood,Riverine flood,2011,11,5,16178,16191,183000.0,255000.0
Philippines,"Cagayan district (Region II (Cagayan Valley) province), Negros Oriental, Cebu districts (Region VII (Central Visayas) province), Zamboanga del Norte district (Region IX (Zamboanga Peninsula) province), Misamis Oriental, Lanao del Norte, Bukidnon districts (Region X (Northern Mindanao) province), Compostela district (Region XI (Davao Region) province), Surigao del Sur district (Region XIII (Caraga) province), Lanao del Sur district (Autonomous region in Muslim Mindanao (ARMM) province)",Storm,Tropical cyclone,2011,12,1439,1144229,1150300,38082000.0,53107000.0
Philippines,"Casiguran, Dilasag areas (Aurora district, Region III), Isabela, Cagayan districts (Region II province)",Flood,Riverine flood,2011,12,10,39520,39520,,
Philippines,"Catanduanes district (Region V (Bicol) province), Aklan, Capiz, Negros Occidental districts (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Leyte, Southern Leyte districts (Region VIII (Eastern Visayas) province), Bukidnon district (Region X (Northern Mindanao) province), Compostela, Davao del Norte district (Region XI (Davao Region) province), Agusan del Sur, Dinagat, Surigao del Norte, Surigao del Sur districts (Region XIII (Caraga) province)",Flood,Riverine flood,2011,12,12,171800,171809,,
Philippines,"Napnapan village (Compostela district, Region XI (Davao Region) province)",Mass movement (wet),Landslide (wet),2012,1,75,7,23,,
Philippines,"Agusan del Sur, Surigao del Sur districts (Region XIII province), Leyte district (Region VIII province), Compostela, Davao del Norte districts (Region XI province), Negros Occidental district (Region VI province), Region IV province",Flood,Riverine flood,2012,1,4,88570,88570,,
Philippines,"Jabonga area (Agusan del Norte district, Region XIII province), Kauswagan and Bacolod areas (Lanao del Norte district, Region X province)",Flood,Riverine flood,2012,2,,569,569,,
Philippines,"Lambayong area (Sultan Kudarat district, Region XII province), Agusan del Norte, Surigao del Norte districts (Region XIII province)",Flood,Riverine flood,2012,2,,25000,25000,,
Philippines,Region VI (Western Visayas) province,Flood,Riverine flood,2012,3,11,,4835,2000000.0,2733000.0
Philippines,"Glen area (Saranggani district, Region XII province), Maguindanao district (ARMM province), North Cotabato, Sultan Kudarat districts (Region XII province)",Flood,Flash flood,2012,6,1,700,700,,
Philippines,"Kalamansig area (Sultan Kudarat district, Region XII province)",Flood,Flash flood,2012,6,,12300,12300,,
Philippines,"Region XIII (Caraga), Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen) provinces",Flood,Riverine flood,2012,6,29,,30929,1000000.0,1366000.0
Philippines,"Ilocos Sur, Pangasinan districts (Region I (Ilocos region) province), Cagayan district (Region II (Cagayan Valley) province), Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac districts (Region III (Central Luzon) province), Batangas, Cavite, Laguna, Rizal district (Region IV-A (Calabarzon) province), Mindoro Occidental district (Region IV (Southern Tagalog) province), Aklan, Antique, Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Lanao del Norte, Misamis Oriental districts (Region X (Northern Mindanao) province), North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province), Benguet, Ifugao, Kalinga, Mountain Province districts (Cordillera Administrative region (CAR) province), National Capital region (NCR) province",Storm,Tropical cyclone,2012,7,58,949051,949086,9821000.0,13418000.0
Philippines,"Metropolitan Manila district (National Capital region (NCR) province), Ilocos Sur, La Union, Pangasinan districts (Region I (Ilocos Region) province), Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales districts (Region III (Central Luzon) province), Batangas, Cavite, Laguna, Rizal districts (Region IV-A (Calabarzon) province), Mindoro Occidental, Mindoro Oriental districts (Region IV (Southern Tagalog) province), Iloilo district (Region VI (Western Visayas) province)",Flood,Riverine flood,2012,8,112,4451711,4451725,72330000.0,98823000.0
Philippines,"Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV-A (Calabarzon) provinces",Storm,Tropical cyclone,2012,8,4,,,3000000.0,4099000.0
Philippines,La Union district (Region I (Ilocos region) province),Storm,Tropical cyclone,2012,8,11,5606,5607,99000.0,135000.0
Philippines,"National Capital region (NCR), Region III (Central Luzon) provinces",Storm,Tropical cyclone,2012,9,1,1234,1234,,
Philippines,"Muntinlupa city (Metropolitan Manila district, National Capital region (NCR) province), Zamboanga del Norte district (Region IX (Zamboanga Peninsula) province)",Storm,Tropical cyclone,2012,9,4,7921,7921,,
Philippines,"Zambales district (Region III (Central Luzon) province), Mindoro Occidental district (Region IV (Southern Tagalog) province)",Storm,Tropical cyclone,2012,10,,322,322,,
Philippines,"National Capital region (NCR), Region I (Ilocos region), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Region XIII (Caraga) province",Storm,Tropical cyclone,2012,10,36,108021,108040,1339000.0,1829000.0
Philippines,Region XI (Davao Region) province,Storm,Tropical cyclone,2012,12,1901,6243998,6246664,898352000.0,1227398000.0
Philippines,"Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",Storm,Tropical cyclone,2012,12,24,241603,241606,5526000.0,7550000.0
Philippines,"Palawan, Mindoro Oriental districts (Region IV (Southern Tagalog) province), Zamboanga Del Norte district (Region IX (Zamboanga Peninsula) province), Compostela, Davao del Norte districts (Region XI (Davao Region) province)",Storm,Tropical cyclone,2013,1,1,10597,10597,,
Philippines,Region X (Northen Mindanao) province,Flood,Flash flood,2013,1,10,507769,507769,2800000.0,3770000.0
Philippines,"Mindoro Oriental district (Region IV (Southern Tagalog) province), Leyte district (Region VIII (Eastern Visayas) province), Zamboanga del Norte district (Region IX (Zamboanga Peninsula) province), Bukidnon, Lanao del Norte districts (Region X (Northern Mindanao) province), North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province), Agusan del Norte district (Region XIII (Caraga) province), Maguindanao district (Autonomous region in Muslim Mindanao (ARMM) province), Region VII (Central Visayas), Region XI (Davao Region) provinces",Storm,Tropical cyclone,2013,2,6,262880,262884,1680000.0,2262000.0
Philippines,"Region III (Central Luzon), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",Storm,Tropical cyclone,2013,6,7,3592,3596,1000000.0,1347000.0
Philippines,"Region XIII (Caraga), Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen) provinces",Flood,Riverine flood,2013,8,11,100000,100021,36000000.0,48476000.0
Philippines,"Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon) provinces",Storm,Tropical cyclone,2013,8,18,395723,395730,32431000.0,43670000.0
Philippines,"Region III (Central Luzon) province (Pampanga district (Lubao, Floridablanca, Minalin areas), Bulacan district (Meycauayan area), Nueva Ecija district (Mariveles, Bataan, Malolos City, Carranglan areas), Zambales district (Olongapo area), Tarlac, Bataan districts), Region IV-A (Calabarzon) province (Rizal district (Teresa, Binangonan areas), Cavite district (Imus, Bacoor, Kawit, Noveleta, Tanza areas), Quezon district (Sariaya area), Laguna district), Region IV province (Mindoro Occidental district), National Capital region (NCR) province (Metropolitan Manila district (Las Pinas, Caloocan, Valenzuela, Navotas, Malabon areas)), Region I (Ilocos region) province (Pagasinan district), Cordillera Administrative region (CAR) province (Mountain Province district (Bontoc, Sagada areas), Benguet district (Tuba area), Abra district)",Flood,Riverine flood,2013,8,31,3096392,3096422,2190000000.0,2948950000.0
Philippines,"Cordillera Administrative region (CAR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV-A (Calabarzon), Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas) provinces",Storm,Tropical cyclone,2013,9,5,72696,72696,,
Philippines,"Olongapo City area (Zambales district, Region III (Central Luzon) province), Busuanga area (Palawan district, Region IV province)",Flood,Riverine flood,2013,9,33,588147,588155,4000000.0,5386000.0
Philippines,"Palawan district (Region IV province), ARMM, Region VI, Region VII, Region, VIII, Region IX, Region X, Region XI, Region XII, Region XIII provinces",Flood,Riverine flood,2013,10,20,207971,207971,1988000.0,2677000.0
Philippines,"Nueva Vizcaya district (Region II (Cagayan Valley) province), Pangasinan district (Region I (Ilocos region) province), Region III (Central Luzon) province",Storm,Tropical cyclone,2013,10,20,871601,871755,96723000.0,130243000.0
Philippines,"Ilocos Norte district (Region I (Ilocos region) province), Cagayan district (Region II (Cagayan Valley) province), Apayao district (Cordillera Administrative region (CAR) province)",Storm,Tropical cyclone,2013,10,4,220443,220443,4729000.0,6368000.0
Philippines,"Samar, Leyte districts (Region VIII (Eastern Visayas) province), Cebu district (Region VII (Central Visayas) province), Iloilo, Capiz, Aklan districts (Region VI (Western Visayas) province), Palawan district (Region IV (Southern Tagalog) province)",Storm,Tropical cyclone,2013,11,7354,16078181,16106870,10000000000.0,13465524000.0
Philippines,"North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province), Autonomous region in Muslim Mindanao (ARMM), Region X (Northern Mindanao), Region XI (Davao Region), Region XIII (Caraga) provinces",Storm,Tropical cyclone,2014,1,79,1148621,1148707,12591000.0,16684000.0
Philippines,"Antique, Negros Occidental districts (Region VI (Western Visayas) province), Cebu (Region VII (Central Visayas) province), Biliran, Leyte, Southern Leyte districts (Region VIII (Eastern Visayas) province), Agusan del Norte, Dinagat, Surigao del Norte districts (Region XIII (Caraga) province)",Storm,Tropical cyclone,2014,1,6,47740,47740,3200000.0,4240000.0
Philippines,"Maguindanao, Shariff Kabunsuan districts (ARMM province)",Flood,Riverine flood,2014,6,,99185,99185,791000.0,1048000.0
Philippines,"National Capital region (NCR), Region III (Central Luzon), Region IV-A (Calabarzon), Region IV (Southern Tagalog), Region V (Bicol region), Region VIII (Eastern Visayas) provinces",Storm,Tropical cyclone,2014,7,111,4653716,4654966,820576000.0,1087310000.0
Philippines,"Region II, Region IV-A, Region IV provinces",Storm,Tropical cyclone,2014,7,2,683,683,,
Philippines,"Kabacan, Tulunan, Pikit areas (North Cotabato district, Region XII province), Upi, So. Upi areas (Shariff Kabunsuan district, ARMM province), Maguindanao district (ARMM province)",Flood,Flood (General),2014,8,1,42175,42175,,
Philippines,"El Salvador, Cagayan de Oro City, Lagonglong, Naauan, Opol areas (Misamis Oriental district, Region X province), Quezon area (Bukidnon district, Region X province)",Flood,Flash flood,2014,8,4,3770,3770,,
Philippines,"Ilocos Norte, La Union, Pangasinan districts (Region I (Ilocos region) province), Cagayan, Isabela, Nueva Vizcaya districts (Region II (Cagayan Valley) province), Negros Occidental district (Region VI (Western Visayas) province), Rizal district (Region IV-A (Calabarzon) province), Apayao, Benguet, Kalinga districts (Cordillera Administrative region (CAR) province), National Capital region (NCR), Region III (Central Luzon) provinces",Storm,Tropical cyclone,2014,9,4,431085,431086,19183000.0,25419000.0
Philippines,"Dagupan, Lingayen areas (Pangasinan district, Region I (Ilocos region) province), Pampanga district (Region III (Central Luzon) province), Metropolitan Manila district (National Capital region (NCR) province)",Storm,Tropical cyclone,2014,9,22,2052141,2052157,75783000.0,100417000.0
Philippines,"Palawan district (Region IV (Southern Tagalog) province), Negros Occidental district (Region VI (Western Visayas) province), Bohol, Cebu, Negros Oriental districts (Region VII (Central Visayas) province), Southern Leyte district (Region VIII (Eastern Visayas) province), Misamis Occidental, Misamis Oriental districts (Region X (Northern Mindanao) province), Davao del Sur district (Region XI (Davao Region) province), Dinagat, Surigao del Norte, Surigao del Sur districts (Region XIII (Caraga) province)",Storm,Tropical cyclone,2014,11,12,4695,4695,,
Philippines,"Bataan district (Region III (Central Luzon) province), Agusan Del Norte, Agusan Del Sur, Surigao Del Sur, Surigao Del Norte districts (Region XIII (Caraga) province), National Capital region (NCR), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",Storm,Tropical cyclone,2014,12,18,4149484,4150400,113878000.0,150895000.0
Philippines,"Palawan district (Region IV (Southern Tagalog) province), Antique, Capiz, Negros Occidental districts (Region VI (Western Visayas) province), Bohol, Cebu, Siquijor districts (Region VII (Central Visayas) province), Leyte, Samar, Southern Leyte districts (Region VIII (Eastern Visayas) province), Zamboanga Del Sur district (Region IX (Zamboanga Peninsula) province), Bukidnon, Camiguin, Lanao del Norte, Misamis Oriental districts (Region X (Northern Mindanao) province), Compostela, Davao del Norte, Davao Oriental districts (Region XI (Davao Region) province), Region XIII (Caraga) province",Storm,Tropical cyclone,2014,12,72,578549,578549,17688000.0,23438000.0
Philippines,"Albay, Camarines Norte, Catanduanes, Sorsogon districts (Region V (Bicol region) province), Cebu district (Region VII (Central Visayas) province), Eastern Samar, Samar districts (Region VIII (Eastern Visayas) province)",Storm,Tropical cyclone,2015,1,2,21687,21687,1000000.0,1323000.0
Philippines,"Isabela district (Region II (Cagayan Valley) province), Aurora district (Region III (Central Luzon) province)",Storm,Tropical cyclone,2015,4,,2761,2761,,
Philippines,"Benito Soliven, Dinapigue, Dilvilacan, Maconacon, Palanan areas (Isabela district, Region II (Cagayan Valley) province), Aparri, Buguey, Calayan, Gonzaga, Santa Ana, Santa Teresita areas (Cagayan district, Region II (Cagayan Valley) province)",Storm,Tropical cyclone,2015,5,2,523,523,348000.0,461000.0
Philippines,"Basilan, Tawi-tawi districts (ARMM province)",Flood,Flood (General),2015,7,8,122000,122000,,
Philippines,"Ilocos Norte, Ilocos Sur, La Union districts (Region I (Ilocos region) province), Palawan district (Region IV (Southern Tagalog) province), Benguet, Abra, Kalinga districts (Cordillera Administrative region (CAR) province)",Storm,Tropical cyclone,2015,7,,55567,55567,2218000.0,2935000.0
Philippines,"Caloocan, Malabon, Quezon City, Valenzuela City areas (Metropolitan Manila district, NCR province),Dinalpupihan, Mariveles areas (Bataan district, Region III province),Marilao, Meycauayan, San Jose Del Monte, Santa Maria areas (Bulacan district, Region III province), San Fernando area (Pampanga district, Region III province), Botolan, Candelaria, Masinloc areas (Zambales district, Region III province), San Jose area (Batangas district, Region IV-A province), San Pedro area (Laguna district, Region IV-A province), Conner, Kabugao areas (Apayao district, CAR province), Atok, Baguio City, Bangar, Itogon, Kapangan, Kibunga, La Trinidad, Sablan, Tuba areas (Benguet district, CAR province), Liwan, Tabuk areas (Kalinga district, CAR province)",Flood,Flood (General),2015,7,23,42500,42500,86000.0,114000.0
Philippines,"Cordillera Administrative region (CAR), Region I (Ilocos region), Region II (Cagayan Valley) provinces",Storm,Tropical cyclone,2015,7,5,10800,14100,1500000000.0,1985230000.0
Philippines,Pangasinan province,Flood,Flood (General),2015,7,4,3000,3000,,
Philippines,"Jagna area (Bohol district, Region VII (Central Visayas) province), Malaybalay city, Valencia areas (Bukidnon district, Region X (Northern Mindanao) province), Ampatuan, Datu Piang, Pagalungan areas (Maguindanao districts, ARMM province), Kabuntalan, Sultan Kudarat areas (Shariff Kabunsuan district, ARMM province)",Flood,Flood (General),2015,7,9,62929,62929,114000.0,151000.0
Philippines,"Isabela district (Region II (Cagayan Valley), Region XIII (Caraga), Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen) provinces (Mindanao Isl.), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces (Visayas regions)",Drought,Drought,2015,8,,181687,181687,84399000.0,111701000.0
Philippines,"Malaybalay City, Valencia areas (Bukidnon district, Region X province)",Flood,Riverine flood,2015,8,9,880,880,,
Philippines,"Janiuary area (Iloilo district, Region VI (Western Visayas) province), Valladolid area (Negros Occidental district, Region VI (Western Visayas) province), San Lorenzo area (Guimaras district, Region VI (Western Visayas) province), Bayawan, Siaton areas (Negros Oriental district, Region VII (Central Visayas) province), Kapatagan, Laia, Sapad areas (Lanao Del Norte district, Region X (Northern Mindanao) province)",Storm,Tropical cyclone,2015,8,,3843,3843,,
Philippines,"Ilocos Norte, Ilocos Sur districts (Region I (Ilocos region) province), Region II (Cagayan Valley), Cordillera Administrative region (CAR) provinces",Storm,Tropical cyclone,2015,8,40,318359,318383,30299000.0,40100000.0
Philippines,"Benguet district (Cordillera Administrative region (CAR) province), La Union, Pangasinan districts (Region I (Ilocos region) province), Aurora, Bulacan, Nueva Ecija districts (Region III (Central Luzon) province)",Storm,Tropical cyclone,2015,10,2,3500,3500,1300000.0,1721000.0
Philippines,"Camarines Norte, Catanduanes districts (Region V (Bicol region) province), Cordillera Administrative region (CAR), National Capital region (NCR) province, Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV-A (Calabarzon) provinces",Storm,Tropical cyclone,2015,10,51,2898507,2898590,210985000.0,279236000.0
Philippines,"Nueva Vizcaya district (Region II (Cagayan Valley) province), Quezon, Batangas districts (Region IV-A (Calabarzon) province), Marinduque, Mindoro Oriental, Mindoro Occidental, Romblon districts (Region IV (Southern Tagalog) province), Catanduanes, Albay, Masbate, Sorsogon districts (Region V (Bicol region) province), Biliran districts (Region VII (Central Visayas) province), Samar, Northern Samar districts (Region VIII (Eastern Visayas) province), Quezon City area (Metropolitan Manila district, National Capital region (NCR) province)",Storm,Tropical cyclone,2015,12,46,287227,287251,135217000.0,178958000.0
Philippines,"Zambales, Battan (Region III); Rizal, Batangas (Region IV)",Storm,Tropical cyclone,2016,7,2,3357,3359,,
Philippines,"Ilocos Norte, Ilocos Sur districts (Region I (Ilocos region) province), Cagayan, Isabela districts (Region II (Cagayan valley) province), Iloilo district (Region VI (Western Visaya) province), Northern Samar district (Region VIII (Eastern Visayas) province), Region IV (Southern Tagalog), CAR, provinces",Storm,Storm (General),2016,7,,8809,8809,,
Philippines,"National Capital Region (NCR) province, Ilocos Sur, La Union, Pangasinan districts (Region I (Ilocos Region) province), Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales districts (Region III (Central Luzon) province), Laguna, Rizal districts (Region IV-A (Calabarzon) province), Antique, Iloilo, Negros Occidental districts (Region VI (Western Visaya) province), Abra, Benguet, Ifugao, Mountain province districts (Cordillera Administrative region (CAR) province)",Flood,Flood (General),2016,8,26,1263098,1263098,9320000.0,12181000.0
Philippines,"Pampanga district (Region III (Central Luzon) province), Pangasinan district (Region I (Ilocos region) province)",Flood,Flood (General),2016,8,19,1300000,1300000,,
Philippines,"Ilocos Norte district (Region I (Ilocos region) province), Batanes, Cagayan districts (Region II (Cagayan valley) province)",Storm,Tropical cyclone,2016,9,,16648,16648,4913000.0,6421000.0
Philippines,"Meycauayan city, Marilao, Sta. Maria (Bulacan province)",Storm,Tropical cyclone,2016,9,,1559,1559,,
Philippines,"Pangasinan district (Region I (Ilocos region) province), Nueva Vizcaya, Quirino, Isabela districts (Region II (Cagayan valley) province), Aurora, Bulacan, Nueva Ecija, Zambales districts (Region III (Central Luzon) province), Quezon, Rizal, Laguna, Cavite, Batangas districts (Region IV-A (Calabarzon) province), Albay, Catanduanes, Camarines Sur, Camarines Norte, Sorsogon districts (Region V (Bicol region) province)",Storm,Tropical cyclone,2016,10,,52270,52270,11490000.0,15017000.0
Philippines,"Ilocos Norte, Ilocos Sur, La Union, Pangasinan districts (Region I (Ilocos region) province), Cagayan, Isabela, Nueva Vizcaya, Quirino districts (Region II (Cagayan valley) province), Aurora, Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales districts (Region III (Central Luzon) province), Batangas, Quezon, Rizal districts (Regio IV-A (Calabarzon) province), Camarines Norte, Sorgoson (Region V (Bicol region) province)), Abra, Apayao, Benguet, Ifugao, Kalinga, Mountain province (Cordillera Administrative region (CAR))",Storm,Tropical cyclone,2016,10,8,981154,981154,50690000.0,66252000.0
Philippines,"Romblon, Mindoro Oriental (Region IV (Southern Tagalog) province), Antique, Capiz, Aklan, Iloilo (Region VI (Western Visayas) province), Leyte (Region VIII (Eastern Visayas) province), Surigao del Sur, Surigao del Norte, Dinagat (Region XIII (Caraga) province)",Storm,Tropical cyclone,2016,11,,14309,14309,,
Philippines,"Batangas, Cavite, Laguna, Quezon, Rizal (Calabarzon); Mariduque, Mindoro Occidental (Mimaropa); Albay, Camarines Norte, Camarines Sur, Catanduanes , Masbate, Sorsogon (Region V, Bicol region); Northern Samar (Region VIII, Eastern Visayas)",Storm,Tropical cyclone,2016,12,24,1893404,1893404,103661000.0,135485000.0
Philippines,"Western Visayas, Central Visayas, Eastern Visayas, Zamboanga (Samboanga del Norte), Northern Mindanao (Bukidnon, Camiguin, Misamis Occidental, Misamis oriental, Lanao del Norte) Davao (Compostela, Davao del Norte, Davao del Sur, Davao Oriental), Caragan (Agusan del Norte, Agusan del Sur, Surigao del Norte), Autonomous region of Muslim Mindanao (Lanao del Sur, Maguindanao), Soccskargen (Saranggani)",Flood,Flood (General),2017,1,9,1500000,1500000,8100000.0,10366000.0
Philippines,"Mindanao (Agusan del Sur, Compostela Valley, Agusan del Norte, Davao Oriental, Lanao del Sur and Maguindanao)",Flood,Flood (General),2017,2,13,334000,334000,,
